sku;designation_final;measurement_final;weight_final;decision;reason;qa_validated;occurrences;engines;source_ids;source_pages;qa_summary_json;import_decision;import_reason
5242006651;TUBE VENT A-BANK FRO NT;;0.072 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101263;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242006751;TUBE VENT B-BANK TOP BLOCK;;0.28 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1301432;231;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242006851;TUBE VENT B-BANK FRO NT;;0.076 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101264;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242006951;TUBE VENT DEAERATION BLOCK TO TEE;;0.051 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101265;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242007051;TUBE A-BANK TO DEAER ATION JUNC BLOCK;;0.064 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101266;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242007151;TUBE B-BANK 151.91 T O DEAERATION JUNC;;0.062 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101267;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242007351;PIPE;;0.434 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101268;252;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242007451;PIPE;;0.445 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101269;252;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242008251;COOLANT LINE;;1.016 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101270;286;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242008751;COOLANT TUBE;;;import;qa_ok_importar_found;true;1;12V4000M40A;1101271;252;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242008851;COOLANT TUBE;;0.65 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101272;252;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030027;SLEEVE GUIDE;;1.083 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101273;230;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030029;BLOCK DEAERATION JUNCTION;;0.854 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101274;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030038;CLAMP HALF;;494,800 G;import;qa_ok_importar_found;true;1;12V4000M40A;1101275;279;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030044;SUPPORT;;1.798 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101276;286;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030127;SLEEVE GUIDE OIL CLR 70.0;;0.247 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101277;208;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030138;CLAMP HALF;;0.403 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101278;279;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030139;FLANGE;;1.17 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101279;231;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030238;CLAMP HALF;;0.481 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101283;275;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030340;SUPPORT MTG HOLDER;;0.296 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101284;246;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030486;COVER;;2.14 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101286;231;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030652;RESTRICTOR;;0.262 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101287;271;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030752;RESTRICTOR;;0.114 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101288;271;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030852;RESTRICTOR;M64X2;0.332 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101289;271;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242030986;COVER;;3.05 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101290;275;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031222;TUBE DUAL PASSAGE CH ARGED AIR COOLER;;5.865 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101291;251;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031422;ELBOW;;12.23 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101292;279;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031452;RESTRICTOR;M52-1.5X15 W/26MM OPENING;161,600 g M52-1.5X15 W/26MM OPENING;import;qa_ok_importar_found;true;1;12V4000M53;1201472;203;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031522;ELBOW;;5.43 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101293;279;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031540;BRACKET;;0.093 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101294;286;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031552;RESTRICTOR;M52X1,5;0.217 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201473;203;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031553;SLEEVE SPACER;;0.407 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101295;231;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031852;RESTRICTOR;M64-2.0X15 W/12MM OPENING;0.319 KGM;import;qa_ok_importar_found;true;3;16V4000M90, 20V4000M93L;1601835, 1802087, 1805746;246, 1355, 1735;"{""total_rows"":3,""count_ok_importar"":3,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031952;RESTRICTOR;M52-1.5X15 W/27MM OPENING;0.156 KGM;import;qa_ok_importar_found;true;1;16V4000M90;1601834;246;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242031953;SLEEVE SPACER;;0.517 KGM;import;qa_ok_importar_found;true;1;16V4000M90;1601769;234;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242032440;BRACKET;;0.181 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101301;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242032639;FLANGE;;1.814 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101303;251;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242032839;FLANGE;;6.163 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101304;251;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242033040;BRACKET;;0.333 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1301596;247;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242035239;BLIND FLANGE;;1.099 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101305;239;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242300441;PROTECTIVE COVER FOR VIBRATION DAMPER;;10,200 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101308;50;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5242370435;PLATE;;3.07 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101309;55;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5245840021;PLATE;;0.014 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101314;200;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249900010;BOLT CYL HD CVR;;0.105 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1300432;78;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249900701;BOLT CYL HD;;0.758 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101315;64;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249900719;BOLT PISTON M9 1.0 X 56.5;49 LANG;0.026 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101316;58;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249950159;STRAP;;0.071 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101318;13;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970020;BLANKING COVER;D 50;0.063 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101319;14;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970032;PLUG WITH O-RING;M14X1,5;0.016 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101321;281;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970081;GROMMET;24X22;0.002 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101322;92;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970316;BUSHING THREADED;;0.081 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101323;131;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970416;BUSHING THREADED;;0.063 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101325;131;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970616;BUSHING THREADED;;0.203 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101326;200;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970635;PLUG;40X50X5.5 WITH M6 THD;0.473 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101327;200;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249970716;THREADED BUSHING;;0.035 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1302048;341;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249971272;FITTING UNION ADAPTER X G1/8 A;;0.022 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101328;160;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249971372;UNION M12X1.50X21 X M10X1.00;;0.014 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101329;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249972672;ADAPTER 60DEG M14X1. 5;;0.026 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101330;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5249973172;FITTING;;0.117 KGM;import;qa_ok_importar_found;true;1;16V4000M73;1400758;125;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5255380580;MEMORY MODULE;;0.015 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101331;404;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260101714;COVER;;30.5 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101333;13;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260111501;CRANKCASE;;;import;qa_ok_importar_found;true;1;12V4000M40A;1101334;14;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260140095;SUPPORT;;0.875 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101335;29;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260300105/30;FLYWHEEL;;120 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1102408;48;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260700232;FUEL LINE;;0.119 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101339;230;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260700538;FUEL COLLECT LINE RIGHT;;1.15 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101341;105;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260701532;TUBE ASM FUEL RETURN;;0.13 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101343;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260701632;TUBE ASM FUEL RETURN;;0.087 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101344;115;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260900009;CYLINDER;;0.63 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1900975;155;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260900104;SILENCER AIR INTAKE;;2.64 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101347;140;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260900376;TUBE ASM DBL WALL FU EL HP PMP TO LB RAI;;2.52 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101348;92;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260980026;LEVER;;0.257 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1900950;154;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5260980439;BRACKET;;0.211 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1900971;155;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261400026;SHAFT;;0.097 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101353;160;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261400121;MANIFOLD CVR;;6,520 KG;import;qa_ok_importar_found;true;1;12V4000M40A;1101354;154;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261400140;BRACKET HYDRAULIC CYLINDER;;0.786 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101355;160;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261400221;EXH COVER;;6.85 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101356;154;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261400514;ELBOW EXHAUST 90DEG BOLT PATTERN;;15.28 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1300972;167;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420004;EXHAUST LINE INNER ELEMENT;;4.899 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101358;154;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420053;TUBE FLOATING;;0.652 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101359;154;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420060;FLANGE SEALING;;0.194 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101360;160;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420091;COVER;;0.194 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101361;157;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420115;FLANGE;;4.204 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1201302;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420144;STOP;;0.072 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101362;155;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261420250;BEARING BUSHING;;0.682 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101363;160;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261530238;BRACKET;;0.118 KGM;import;qa_ok_importar_found;true;2;20V4000M93L;1803250, 1806932;1459, 1843;"{""total_rows"":2,""count_ok_importar"":2,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261800019;TUBE ASM OIL LINE;;0.421 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101369;224;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261800220;TUBE ASM OIL LINE;;0.086 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101370;152;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261800920;OIL LINE;;0.176 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101373;152;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261801820;TUBE ASM OIL LINE;;0.203 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901144;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261801920;TUBE ASM OIL LINE;;0.12 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901153;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261802020;TUBE ASM OIL LINE;;0.089 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901163;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261802120;TUBE ASM OIL LINE;;0.12 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901164;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261802220;TUBE ASM OIL LINE;;0.076 KGM;import;qa_ok_importar_found;true;1;12V4000M70;1901156;178;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5261870035;BLOCK JUNCTION TURBO OIL;;3.69 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101376;213;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262000758;TUBE VENT DEAERATION BLK TO EXPAND TANK;;0.537 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101380;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262001158;TUBE VENT TO RR DEAERATION BLK A-BANK;;0.26 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101381;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262001558;TUBE VENT TO REAR DEAERATION BLOCK;;0.152 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101382;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262003558;TUBE VENT B-BANK FOR COPPER CAC;;0.18 KGM;import;qa_ok_importar_found;true;1;16V4000M61;1301491;232;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262030052;RESTRICTOR;;0.451 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101383;279;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262030140;BRACKET;;0.391 KGM;import;qa_ok_importar_found;true;1;12V4000M40A;1101384;258;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
5262030222;ELBOW TWIN C23;;10.45 KGM;import;qa_ok_importar_found;true;1;12V4000M53;1202149;257;"{""total_rows"":1,""count_ok_importar"":1,""count_ok_eliminar"":0,""count_pending"":0,""count_review_action"":0,""count_other"":0}";import;qa_ok_importar_found
