pn;source_id;source_engine_file;row_count;ai_decision;ai_confidence;ai_confidence_level;ai_reason;ai_suggested_action;qa_revision_estado;qa_revision_accion;designation_final;measure_final;weight_final
5240980680;1101144;engine_12V4000M40A.json;37;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;GASKET;;0.016 KGM
5240980907;1101146;engine_12V4000M40A.json;37;import_superseded;0.12;low;relacion de sustitucion clara detectada;importar;ok;importar;MANIFOLD INTAKE CHRG AIR CENTER;;8 KGM
5240981107;1601016;engine_16V4000M90.json;4;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CHARGE-AIR-PIPE END PIECE, RIGHT BR4000;;
5240981140;1101152;engine_12V4000M40A.json;6;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FLANGE;;0.541 KGM
5240981407;1300844;engine_16V4000M61.json;22;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;MANIFOLD CHAR GE AIR FRONT A-BANK;;
700354014003;1102020;engine_12V4000M40A.json;22;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;THREADED BUSHING;M 14 X 1,5;0.045 KGM
700429085002;1102100;engine_12V4000M40A.json;114;import_superseded;0.27;low;relacion de sustitucion clara detectada;importar;ok;importar;O-RING;A 85 X 6;0.017 KGM
X00041391;1300911;engine_16V4000M61.json;40;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;ACTUATOR VL V;;1,880 KG
700325015104;1101951;engine_12V4000M40A.json;168;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CLAMP HALF TUBE 2/1 D9-15;2/1 D 9 - 15;0.047 KGM
700325015202;1101954;engine_12V4000M40A.json;38;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CLAMP HALF TUBE 2/1 G8-15;2/1 G 8 - 15;0.048 KGM
8495860032;1101667;engine_12V4000M40A.json;20;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SET OF SEALS;INHALT SIEHE GRUNDDATENTEXT;0.003 KGM
XP51699100033;1102646;engine_12V4000M40A.json;2;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;NUT;;0.009 KGM
XP52736400001;1102658;engine_12V4000M40A.json;2;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SOLENOID;;0.368 KGM
5270900075;1101398;engine_12V4000M40A.json;4;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;DIVERTER VALVE;;9.6 KGM
304017008089;1101897;engine_12V4000M40A.json;112;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 8 X 60;0.024 KGM
0000982118;1100101;engine_12V4000M40A.json;6;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ACTUATING CYLINDER;;4.16 KGM
000931010336;1100678;engine_12V4000M40A.json;12;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X130;0.085 KGM
8695860559;1101707;engine_12V4000M40A.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;REPAIR KIT;;0.023 KGM
0005333080;1100181;engine_12V4000M40A.json;27;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING FOR ON-ENGINE SENSO;15,3X2,2, 70 SHORE;0.001 KGM
0005421039;1100220;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;MANIF PLATE FOR SOLE NOID VLV S2000/4000;;1.6 KGM
000912006042;1100644;engine_12V4000M40A.json;6;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BOLT HEX SOC HD;M 6 X 25;0.007 KGM
000934006006;1100805;engine_12V4000M40A.json;63;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;NUT HEX;M 6;0.002 KGM
5240901736;1101134;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE;;0.088 KGM
5240902136;1101137;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE;;0.107 KGM
5240902336;1101139;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE;;0.174 KGM
5240980939;1101147;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BRACKET CYL EXH FLAP HYD CONT VLV;;1.04 KGM
5241870426;1101226;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;UNION;;0.265 KGM
5261800220;1101370;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;TUBE ASM OIL LINE;;0.086 KGM
5569970774;1101508;engine_12V4000M40A.json;9;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FITTING TEE;DN 10 / M18X1,5;0.076 KGM
007603017102;1101594;engine_12V4000M40A.json;25;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;WASHER A COP;A 17 X 21;0.001 KGM
700325012104;1101941;engine_12V4000M40A.json;42;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE CLAMP HALF;2/1 D 9 - 12;0.034 KGM
700325012202;1101945;engine_12V4000M40A.json;23;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CLAMP HALF TUBE 2/1 G8-12;2/1 G 8 - 12;0.035 KGM
700419999010;1102032;engine_12V4000M40A.json;15;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;UNION 10G 3/8 A;12 G 3/8 A;0.031 KGM
50667;1100086;engine_12V4000M40A.json;2;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;GREASE;1 TIN = 1 KG;1.116 KGM
0299976748;1100579;engine_12V4000M40A.json;13;import_superseded;0.3;low;relacion de sustitucion clara detectada;importar;ok;importar;O-RING;;14,200 G
000933010092;1100726;engine_12V4000M40A.json;15;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 30;0.027 KGM
5261400121;1101354;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;MANIFOLD CVR;;6.9 KGM
5261400221;1101356;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXH COVER;;6.85 KGM
5261400318;1101357;engine_12V4000M40A.json;3;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST MANIFOLD 2 C YL (ASSEMBLY);;48.62 KGM
5261420004;1101358;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST LINE INNER ELEMENT;;4.899 KGM
5261420053;1101359;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;TUBE FLOATING;;0.652 KGM
5271401418;1101404;engine_12V4000M40A.json;6;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;EXHAUST MANIFOLD 4 C YL (ASSEMBLY);;96 KGM
8379902540;1101661;engine_12V4000M40A.json;32;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;WASHER;;0.008 KGM
200931012006;1101761;engine_12V4000M40A.json;16;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 12 X 60;0.067 KGM
700429075001;1102091;engine_12V4000M40A.json;84;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 75 X 5;0.011 KGM
700429244000;1102142;engine_12V4000M40A.json;13;import_superseded;0.3;low;relacion de sustitucion clara detectada;importar;ok;importar;O-RING;;21,100 G
000933010198;1100752;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 16;0.02 KGM
5261420144;1101362;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;STOP;;0.072 KGM
000908022001;1100620;engine_12V4000M40A.json;18;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLUG;M 22 X 1,5;0.048 KGM
5241421504;1101160;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LINER EXHAUST MANIFOLD CROSSOVER;;4.6 KGM
5241421604;1101161;engine_12V4000M40A.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LINER EXHAUST MANIFO LD CARRIER HSG;;5.34 KGM
5241421704;1101162;engine_12V4000M40A.json;6;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LINER EXHAUST CARRIE R COVER;;4.11 KGM
5261420091;1101361;engine_12V4000M40A.json;20;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;COVER;;0.194 KGM
5271400421;1101401;engine_12V4000M40A.json;4;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;CARRIER HOUSING COVER;;45 KG
5271401118;1300941;engine_16V4000M61.json;4;import_superseded;0.05;low;relacion de sustitucion clara detectada;importar;pendiente;revisar;CARRIER HOUSI NG;;
5271401218;1101403;engine_12V4000M40A.json;2;import_superseded;0.3;low;relacion de sustitucion clara detectada;importar;ok;importar;CARRIER HSG;;142 KG
304014010013;1101811;engine_12V4000M40A.json;12;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X120;0.079 KGM
700429035000;1102063;engine_12V4000M40A.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;A 35,5 X 4;0.003 KGM
000933012071;1100776;engine_12V4000M40A.json;22;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 12 X 40;0.045 KGM
0000982218;1100102;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;CYLINDER ACTUATING;;0.791 KGM
000931010111;1100667;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 65;0.047 KGM
000933010026;1100713;engine_12V4000M40A.json;42;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 22;0.022 KGM
001481005030;1100858;engine_12V4000M40A.json;43;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIN SPRING;5 X 24 - N;0.002 KGM
5240980226;1101143;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;LEVER;;0.238 KGM
5261400026;1101353;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SHAFT;;0.097 KGM
5261400140;1101355;engine_12V4000M40A.json;6;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BRACKET HYDRAULIC CYLINDER;;0.786 KGM
5261420629;1101367;engine_12V4000M40A.json;22;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SHAFT;;0.203 KGM
5361400046;1101473;engine_12V4000M40A.json;6;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ROD ASM;;0.06 KGM
5591420451;1101514;engine_12V4000M40A.json;22;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RING SEALING;;0.003 KGM
304017005025;1101814;engine_12V4000M40A.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 5 X 16;0.003 KGM
304017006065;1101819;engine_12V4000M40A.json;22;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 6 X 30;0.008 KGM
000933010176;1100747;engine_12V4000M40A.json;1;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 32;0.028 KGM
5271400314;1101399;engine_12V4000M40A.json;1;pending_review;0.69;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;ELBOW EXHAUST ASM LEFT 90DEG;;14,760 KG
5271400414;1101400;engine_12V4000M40A.json;1;pending_review;0.69;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;ELBOW EXHAUST ASM RIGHT 90DEG;;14,760 KG
200433010500;1101751;engine_12V4000M40A.json;80;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;WASHER;10,5;0.002 KGM
200931010002;1101759;engine_12V4000M40A.json;6;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 10 X 50;0.039 KGM
200934010000;1101773;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;NUT HEX;M 10;0.01 KGM
000933016001;1100786;engine_12V4000M40A.json;19;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;HEX SCREW;M 16 X 20;0.062 KGM
5240140815;1100988;engine_12V4000M40A.json;19;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PLATE GUARD;;0.273 KGM
000912016002;1100652;engine_12V4000M40A.json;20;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BOLT HEX SOC HD;M 16 X 40;0.093 KGM
007603042101;1101650;engine_12V4000M40A.json;105;import_superseded;0.27;low;relacion de sustitucion clara detectada;importar;ok;importar;COPPER SEALING RING;A 42 X 49;0.007 KGM
200433017000;1101753;engine_12V4000M40A.json;43;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;WASHER;17;0.007 KGM
700419999020;1102034;engine_12V4000M40A.json;3;update_existing;0.32;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SCREW-FITTING UNION;35 G 1 1/4 A;0.184 KGM
735184035000;1102238;engine_12V4000M40A.json;8;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;UNION BALL-TYPE B2-3 5 S4000/S2000;B2-35;0.033 KGM
735189035000;1102241;engine_12V4000M40A.json;22;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SEALING CONE;35;0.039 KGM
915001032003;1102292;engine_12V4000M40A.json;28;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;NUT;32 M 45 X 1,5;0.125 KGM
X00019778;1102475;engine_12V4000M40A.json;3;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;STARTER FOR COMPRESSED AIR;;
X00042474;1102539;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;COVER;;
X00042476;1102540;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;MALE CONNECTOR;;
X00042477;1102541;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;SCREW;;
X00042528;1102550;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PRESSURE SPRING;;0.006 KGM
X00042636;1102556;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;GASKET KIT;;0.049 KGM
X00042638;1102557;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;REPAIR KIT;;1.486 KGM
X00042702;1102562;engine_12V4000M40A.json;3;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;ok;importar;VALVE;;0.2 KGM
X00042727;1102570;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;WASHER;;
X00042730;1102571;engine_12V4000M40A.json;3;update_existing;0.17;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BEARING RACE OUTER;;0.075 KGM
X00042736;1102572;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;TRANSPORTATION LOCK;;
X00042737;1102573;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;TRANSPORTATION LOCK;;
X00042738;1102574;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;DRIVER;;
Z=0071 030;1102687;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;SCREW;;
Z=0121 218;1102688;engine_12V4000M40A.json;3;pending_review;0.55;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;LOCKNUT;;0.011 KGM
Z=0151 225;1102689;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;WASHER;;
Z=0275 902;1102690;engine_12V4000M40A.json;3;pending_review;0.55;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;SNAP RING;;0.009 KGM
Z=0820 707;1102700;engine_12V4000M40A.json;3;pending_review;0.7;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CYLINDRICAL ROLLER;SATZ A 25 STÜCK PRO ANLASSER;0.002 KGM
Z=0924 520;1102701;engine_12V4000M40A.json;3;pending_review;0.55;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;NEEDLE BEARING;;0.084 KGM
Z=5125 013;1102723;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;PRESSURE SPRING;;
8691700027;1101685;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;VALVE;;0.659 KGM
X00042468;1102535;engine_12V4000M40A.json;6;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;FILTER;;0.002 KGM
X00042470;1102537;engine_12V4000M40A.json;3;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;NEEDLE BEARING;;0.051 KGM
X00042473;1102538;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.005 KGM
X00042479;1102542;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.005 KGM
X00042480;1102543;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;NUT;;
X00042481;1102544;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;NUT;;
X00042485;1102545;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;NUT;;
X00042486;1102546;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;PIN;;
X00042488;1102547;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;NEEDLE BEARING;;
X00042489;1102548;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;RETAINER;;0.01 KGM
X00042492;1102549;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RETAINER;;
X00042546;1102551;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;ELBOW;;
X00042739;1102575;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;SHUT-OFF VALVE;;
X00042771;1102576;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;SPRING PIN;;
X00042773;1102577;engine_12V4000M40A.json;3;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SILENCER;;0.05 KGM
X00042774;1102578;engine_12V4000M40A.json;3;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIPE;;0.1 KGM
X00042776;1102579;engine_12V4000M40A.json;3;update_existing;0.35;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;PIN;;
X00042803;1102580;engine_12V4000M40A.json;3;update_existing;0.3;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;SERVO-LOCKER;;0.365 KGM
X00042804;1102581;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CLOSURE;;
X00042805;1102582;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CLOSURE;;
XP53517300029;1102660;engine_12V4000M40A.json;4;update_existing;0.45;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;;0.001 KGM
Z=0000 051;1102683;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;ELBOW UNION;;
Z=0000 058;1102684;engine_12V4000M40A.json;3;pending_review;0.55;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;UNION;;0.405 KGM
Z=0051 310;1102685;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;PLUG;;
Z=1251 001;1102702;engine_12V4000M40A.json;3;pending_review;0.55;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;WASHER;;0.001 KGM
Z=5106 076;1102719;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;FITTING;;
Z=5124 252;1102721;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;STUD;;
Z=5125 026;1102724;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;STUD;;
Z=5125 065;1102725;engine_12V4000M40A.json;3;import_superseded;0.4;low;relacion de sustitucion clara detectada;importar;ok;importar;PRESSURE SPRING;;0.006 KGM
Z=5125 068;1102726;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;UNION;;
Z=5125 069;1102727;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;STUD;;
Z=5125 071;1102728;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CLAMPING PLATE;;
Z=5125 084;1102729;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;PIPE;;
Z=5125 091;1102730;engine_12V4000M40A.json;3;pending_review;0.55;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;WASHER;;0.003 KGM
Z=5125 092;1102731;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;NUT;;
Z=5125 096;1102732;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;FLANGE;;
Z=9480 024 07;1102736;engine_12V4000M40A.json;3;pending_review;0.27;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CONNECTOR;;0.023 KGM
Z=CF8M 11/4;1102737;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;DIRT TRAP;;
X00042648;1301064;engine_16V4000M61.json;5;update_existing;0.05;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;pendiente;revisar;ROTOR siness Portal Online siness Portal Online;;
X00042650;1102561;engine_12V4000M40A.json;3;update_existing;0.35;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;ROTOR;;
X00042618;1102552;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;O-RING;;
X00042620;1102553;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;O-RING;;
X00042622;1102554;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;O-RING;;
X00042628;1102555;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;O-RING;;
X00042639;1102558;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RING;;
X00042640;1102559;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;RING;;
Z=0300 615;1102693;engine_12V4000M40A.json;4;import_superseded;0.45;low;relacion de sustitucion clara detectada;importar;ok;importar;O-RING;;
Z=0303 835;1102697;engine_12V4000M40A.json;1;pending_review;0.69;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;O-RING;;
Z=0306 625;1102699;engine_12V4000M40A.json;1;pending_review;0.69;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;O-RING;;
Z=5115 085;1102720;engine_12V4000M40A.json;1;pending_review;0.42;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;DIAPHRAGM;;0.001 KGM
Z=5125 009;1102722;engine_12V4000M40A.json;1;pending_review;0.69;medium;se requiere validacion humana por conflictos detectados;revisar;ok;importar;GASKET;;
X00042705;1102563;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;VALVE;;
X00042706;1102564;engine_12V4000M40A.json;3;update_existing;0.35;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;BUSHING;;
X00042709;1102565;engine_12V4000M40A.json;3;update_existing;0.35;low;el SKU ya existe y hay inconsistencias menores a corregir;actualizar;ok;importar;O-RING;;
X00042710;1102566;engine_12V4000M40A.json;3;pending_review;0.54;low;se requiere validacion humana por conflictos detectados;revisar;ok;importar;CONNECTING SLEEVE;;
